filepath,caption
./dataset\chemspeed_hazard\image_421.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_99.jpg,navigation other objects
./dataset/capping_clear/clear_rack_162.jpg,capping clear
./dataset/capping_hazard/missing_vial_39.jpg,capping missing vial
./dataset/capping_hazard/missing_vial_29.jpg,capping missing vial
./dataset/capping_clear/clear_rack_154.jpg,capping clear
./dataset/capping_hazard/spillage_1.jpg,capping spillage
./dataset/capping_clear/clear_rack_478.jpg,capping clear
dataset/navigation/other objects on the floor_130.jpg,navigation other objects
dataset/navigation/object glove on the floor_33.jpg,navigation object glove
./dataset/capping_hazard/spillage_66.jpg,capping spillage
./dataset/capping_clear/clear_rack_161.jpg,capping clear
./dataset/capping_hazard/obstruction_100.jpg,capping obstruction
./dataset/capping_clear/clear_rack_19.jpg,capping clear
./dataset/capping_clear/clear_rack_135.jpg,capping clear
dataset/navigation/object vial on the floor_8.jpg,navigation object vial
./dataset/capping_hazard/obstruction_50.jpg,capping obstruction
./dataset\chemspeed_hazard\image_293.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_504.jpg,capping clear
dataset/navigation/object glove on the floor_16.jpg,navigation object glove
./dataset\chemspeed_clear\image_223.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_193.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_4.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_335.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_435.jpg,capping clear
./dataset\chemspeed_hazard\image_242.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_314.jpg,chemspeed clear
./dataset\chemspeed_clear\image_33.jpg,chemspeed clear
dataset/navigation/object glove on the floor_90.jpg,navigation object glove
./dataset/capping_hazard/obstruction_48.jpg,capping obstruction
./dataset\chemspeed_clear\image_499.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_127.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_416.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_344.jpg,chemspeed clear
dataset/navigation/object glove on the floor_105.jpg,navigation object glove
./dataset\chemspeed_clear\image_200.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_6.jpg,capping missing cap
dataset/navigation/Empty floor_242.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_412.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_352.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_329.jpg,capping clear
./dataset/capping_hazard/spillage_44.jpg,capping spillage
dataset/navigation/Empty floor_372.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_64.jpg,capping missing vial
dataset/navigation/object vial on the floor_54.jpg,navigation object vial
./dataset/capping_clear/clear_rack_477.jpg,capping clear
./dataset/capping_hazard/missing_vial_14.jpg,capping missing vial
./dataset/capping_clear/clear_rack_311.jpg,capping clear
./dataset/capping_hazard/obstruction_52.jpg,capping obstruction
./dataset/capping_hazard/spillage_2.jpg,capping spillage
dataset/navigation/object vial on the floor_110.jpg,navigation object vial
./dataset\chemspeed_clear\image_466.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_464.jpg,capping clear
./dataset/capping_clear/clear_rack_260.jpg,capping clear
./dataset\chemspeed_clear\image_51.jpg,chemspeed clear
dataset/navigation/object tool on the floor_131.jpg,navigation object tool
./dataset/capping_clear/clear_rack_12.jpg,capping clear
./dataset/capping_hazard/spillage_82.jpg,capping spillage
./dataset/capping_clear/clear_rack_91.jpg,capping clear
./dataset/capping_clear/clear_rack_22.jpg,capping clear
./dataset\chemspeed_hazard\image_372.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_114.jpg,chemspeed clear
dataset/navigation/object vial on the floor_11.jpg,navigation object vial
dataset/navigation/object vial on the floor_101.jpg,navigation object vial
./dataset/capping_hazard/spillage_35.jpg,capping spillage
./dataset/capping_hazard/spillage_85.jpg,capping spillage
dataset/navigation/Empty floor_195.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_103.jpg,navigation object vial
./dataset/capping_hazard/missing_vial_50.jpg,capping missing vial
./dataset\chemspeed_hazard\image_319.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_283.jpg,capping clear
./dataset\chemspeed_clear\image_284.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_11.jpg,capping missing cap
./dataset/capping_hazard/missing_cap_53.jpg,capping missing cap
dataset/navigation/object tool on the floor_15.jpg,navigation object tool
dataset/navigation/object tool on the floor_50.jpg,navigation object tool
./dataset/capping_clear/clear_rack_463.jpg,capping clear
./dataset\chemspeed_hazard\image_220.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_70.jpg,navigation object glove
dataset/navigation/Empty floor_9.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_2.jpg,navigation other objects
dataset/navigation/Empty floor_395.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_22.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_360.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_363.jpg,chemspeed clear
dataset/navigation/Empty floor_379.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_452.jpg,capping clear
./dataset\chemspeed_hazard\image_76.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_153.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_48.jpg,navigation object vial
./dataset\chemspeed_hazard\image_112.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_101.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_20.jpg,capping missing cap
./dataset\chemspeed_clear\image_345.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_264.jpg,capping clear
./dataset/capping_clear/clear_rack_88.jpg,capping clear
./dataset\chemspeed_clear\image_199.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_33.jpg,capping missing vial
./dataset\chemspeed_hazard\image_376.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_240.jpg,capping clear
dataset/navigation/Empty floor_430.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_6.jpg,navigation object vial
./dataset/capping_clear/clear_rack_457.jpg,capping clear
./dataset/capping_hazard/missing_cap_89.jpg,capping missing cap
dataset/navigation/object tool on the floor_113.jpg,navigation object tool
./dataset/capping_hazard/spillage_4.jpg,capping spillage
dataset/navigation/Empty floor_515.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_32.jpg,capping obstruction
./dataset/capping_hazard/missing_vial_68.jpg,capping missing vial
./dataset\chemspeed_clear\image_26.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_495.jpg,capping clear
dataset/navigation/Empty floor_240.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_164.jpg,capping clear
./dataset/capping_clear/clear_rack_399.jpg,capping clear
dataset/navigation/object tool on the floor_117.jpg,navigation object tool
./dataset/capping_hazard/missing_vial_76.jpg,capping missing vial
dataset/navigation/Empty floor_359.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_30.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_102.jpg,navigation object glove
./dataset/capping_clear/clear_rack_158.jpg,capping clear
./dataset/capping_clear/clear_rack_342.jpg,capping clear
dataset/navigation/object vial on the floor_109.jpg,navigation object vial
./dataset\chemspeed_hazard\image_40.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_493.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_121.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_435.jpg,chemspeed hazard
dataset/navigation/Empty floor_237.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_392.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_454.jpg,capping clear
./dataset\chemspeed_clear\image_393.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_4.jpg,capping clear
dataset/navigation/object glove on the floor_65.jpg,navigation object glove
./dataset/capping_clear/clear_rack_285.jpg,capping clear
./dataset/capping_hazard/spillage_50.jpg,capping spillage
./dataset/capping_clear/clear_rack_405.jpg,capping clear
./dataset\chemspeed_clear\image_471.jpg,chemspeed clear
./dataset\chemspeed_clear\image_279.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_56.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_34.jpg,navigation other objects
./dataset\chemspeed_clear\image_157.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_382.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_210.jpg,capping clear
./dataset/capping_hazard/spillage_3.jpg,capping spillage
./dataset/capping_clear/clear_rack_359.jpg,capping clear
dataset/navigation/object glove on the floor_115.jpg,navigation object glove
./dataset\chemspeed_hazard\image_25.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_349.jpg,capping clear
dataset/navigation/Empty floor_416.jpg,navigation Empty floor
dataset/navigation/Empty floor_383.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_364.jpg,capping clear
./dataset\chemspeed_hazard\image_438.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_211.jpg,capping clear
dataset/navigation/object glove on the floor_24.jpg,navigation object glove
dataset/navigation/Empty floor_429.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_223.jpg,capping clear
dataset/navigation/Empty floor_56.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_127.jpg,navigation object glove
./dataset\chemspeed_hazard\image_93.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_400.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_148.jpg,capping clear
./dataset/capping_hazard/obstruction_39.jpg,capping obstruction
./dataset\chemspeed_clear\image_94.jpg,chemspeed clear
dataset/navigation/Empty floor_518.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_30.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_279.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_108.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_71.jpg,capping spillage
dataset/navigation/object glove on the floor_78.jpg,navigation object glove
dataset/navigation/other objects on the floor_78.jpg,navigation other objects
./dataset/capping_clear/clear_rack_279.jpg,capping clear
./dataset/capping_hazard/obstruction_49.jpg,capping obstruction
./dataset\chemspeed_clear\image_473.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_70.jpg,capping missing cap
dataset/navigation/Empty floor_75.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_95.jpg,navigation object glove
./dataset\chemspeed_clear\image_484.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_340.jpg,capping clear
./dataset\chemspeed_hazard\image_287.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_239.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_94.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_100.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_201.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_23.jpg,capping obstruction
dataset/navigation/other objects on the floor_47.jpg,navigation other objects
./dataset\chemspeed_hazard\image_396.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_53.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_161.jpg,chemspeed clear
dataset/navigation/Empty floor_119.jpg,navigation Empty floor
dataset/navigation/Empty floor_277.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_209.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_390.jpg,chemspeed hazard
dataset/navigation/Empty floor_474.jpg,navigation Empty floor
dataset/navigation/Empty floor_210.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_118.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_94.jpg,navigation other objects
dataset/navigation/object tool on the floor_78.jpg,navigation object tool
./dataset\chemspeed_clear\image_162.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_359.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_19.jpg,capping missing vial
./dataset/capping_hazard/obstruction_55.jpg,capping obstruction
./dataset\chemspeed_clear\image_437.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_333.jpg,capping clear
dataset/navigation/object tool on the floor_112.jpg,navigation object tool
./dataset\chemspeed_clear\image_321.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_401.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_92.jpg,capping missing cap
dataset/navigation/Empty floor_550.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_75.jpg,capping obstruction
dataset/navigation/object tool on the floor_107.jpg,navigation object tool
dataset/navigation/object glove on the floor_47.jpg,navigation object glove
./dataset/capping_hazard/spillage_46.jpg,capping spillage
dataset/navigation/other objects on the floor_136.jpg,navigation other objects
./dataset/capping_clear/clear_rack_474.jpg,capping clear
./dataset/capping_clear/clear_rack_209.jpg,capping clear
./dataset/capping_clear/clear_rack_252.jpg,capping clear
dataset/navigation/Empty floor_491.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_245.jpg,chemspeed hazard
dataset/navigation/Empty floor_334.jpg,navigation Empty floor
dataset/navigation/Empty floor_46.jpg,navigation Empty floor
dataset/navigation/Empty floor_15.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_238.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_143.jpg,navigation object vial
dataset/navigation/other objects on the floor_43.jpg,navigation other objects
./dataset\chemspeed_hazard\image_500.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_9.jpg,navigation object vial
dataset/navigation/object glove on the floor_50.jpg,navigation object glove
./dataset/capping_clear/clear_rack_257.jpg,capping clear
./dataset\chemspeed_clear\image_73.jpg,chemspeed clear
dataset/navigation/object glove on the floor_89.jpg,navigation object glove
dataset/navigation/other objects on the floor_5.jpg,navigation other objects
dataset/navigation/Empty floor_156.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_41.jpg,capping missing cap
./dataset/capping_clear/clear_rack_140.jpg,capping clear
./dataset/capping_hazard/obstruction_51.jpg,capping obstruction
./dataset\chemspeed_clear\image_432.jpg,chemspeed clear
dataset/navigation/object vial on the floor_27.jpg,navigation object vial
./dataset\chemspeed_clear\image_180.jpg,chemspeed clear
dataset/navigation/object glove on the floor_40.jpg,navigation object glove
dataset/navigation/object vial on the floor_93.jpg,navigation object vial
./dataset\chemspeed_hazard\image_265.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_59.jpg,navigation other objects
./dataset\chemspeed_hazard\image_232.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_47.jpg,navigation object vial
./dataset\chemspeed_hazard\image_162.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_43.jpg,navigation object vial
dataset/navigation/Empty floor_336.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_103.jpg,navigation object tool
./dataset\chemspeed_hazard\image_142.jpg,chemspeed hazard
dataset/navigation/Empty floor_413.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_118.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_70.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_26.jpg,navigation other objects
dataset/navigation/Empty floor_160.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_106.jpg,capping clear
./dataset/capping_clear/clear_rack_316.jpg,capping clear
dataset/navigation/Empty floor_267.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_172.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_26.jpg,capping clear
./dataset\chemspeed_hazard\image_342.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_9.jpg,capping obstruction
dataset/navigation/object glove on the floor_81.jpg,navigation object glove
./dataset\chemspeed_hazard\image_169.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_96.jpg,capping missing vial
dataset/navigation/object tool on the floor_135.jpg,navigation object tool
./dataset\chemspeed_clear\image_385.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_190.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_73.jpg,capping obstruction
dataset/navigation/Empty floor_61.jpg,navigation Empty floor
dataset/navigation/Empty floor_271.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_255.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_272.jpg,capping clear
./dataset\chemspeed_clear\image_267.jpg,chemspeed clear
dataset/navigation/other objects on the floor_51.jpg,navigation other objects
dataset/navigation/object vial on the floor_58.jpg,navigation object vial
./dataset/capping_hazard/missing_cap_69.jpg,capping missing cap
./dataset\chemspeed_clear\image_268.jpg,chemspeed clear
./dataset\chemspeed_clear\image_449.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_32.jpg,capping missing cap
dataset/navigation/Empty floor_134.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_259.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_80.jpg,capping obstruction
./dataset\chemspeed_hazard\image_453.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_438.jpg,capping clear
./dataset/capping_clear/clear_rack_208.jpg,capping clear
dataset/navigation/object glove on the floor_54.jpg,navigation object glove
./dataset\chemspeed_clear\image_39.jpg,chemspeed clear
dataset/navigation/Empty floor_138.jpg,navigation Empty floor
dataset/navigation/Empty floor_38.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_74.jpg,navigation object glove
./dataset\chemspeed_hazard\image_87.jpg,chemspeed hazard
dataset/navigation/Empty floor_11.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_102.jpg,navigation other objects
./dataset/capping_clear/clear_rack_125.jpg,capping clear
./dataset\chemspeed_hazard\image_36.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_84.jpg,navigation object tool
dataset/navigation/Empty floor_236.jpg,navigation Empty floor
dataset/navigation/Empty floor_85.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_85.jpg,chemspeed hazard
dataset/navigation/Empty floor_516.jpg,navigation Empty floor
dataset/navigation/Empty floor_305.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_101.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_34.jpg,capping clear
./dataset/capping_hazard/missing_cap_19.jpg,capping missing cap
./dataset/capping_hazard/missing_cap_71.jpg,capping missing cap
./dataset/capping_clear/clear_rack_447.jpg,capping clear
dataset/navigation/Empty floor_486.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_465.jpg,chemspeed clear
dataset/navigation/object glove on the floor_128.jpg,navigation object glove
./dataset/capping_clear/clear_rack_407.jpg,capping clear
./dataset/capping_hazard/spillage_59.jpg,capping spillage
./dataset\chemspeed_clear\image_415.jpg,chemspeed clear
dataset/navigation/Empty floor_136.jpg,navigation Empty floor
dataset/navigation/Empty floor_339.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_90.jpg,capping spillage
./dataset\chemspeed_hazard\image_297.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_490.jpg,capping clear
dataset/navigation/Empty floor_205.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_466.jpg,capping clear
./dataset\chemspeed_clear\image_50.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_33.jpg,capping clear
./dataset\chemspeed_clear\image_80.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_57.jpg,capping missing vial
./dataset\chemspeed_hazard\image_120.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_465.jpg,capping clear
dataset/navigation/object vial on the floor_119.jpg,navigation object vial
./dataset/capping_hazard/missing_cap_17.jpg,capping missing cap
dataset/navigation/Empty floor_270.jpg,navigation Empty floor
dataset/navigation/Empty floor_459.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_31.jpg,navigation object vial
dataset/navigation/Empty floor_389.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_215.jpg,chemspeed clear
dataset/navigation/object glove on the floor_53.jpg,navigation object glove
dataset/navigation/Empty floor_485.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_128.jpg,capping clear
./dataset\chemspeed_clear\image_346.jpg,chemspeed clear
dataset/navigation/object tool on the floor_63.jpg,navigation object tool
./dataset\chemspeed_hazard\image_246.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_59.jpg,navigation object vial
dataset/navigation/Empty floor_121.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_137.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_39.jpg,capping missing cap
./dataset\chemspeed_clear\image_34.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_21.jpg,capping clear
./dataset\chemspeed_clear\image_410.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_187.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_31.jpg,capping missing cap
./dataset\chemspeed_hazard\image_403.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_46.jpg,navigation object tool
./dataset/capping_clear/clear_rack_444.jpg,capping clear
./dataset\chemspeed_hazard\image_394.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_481.jpg,capping clear
dataset/navigation/Empty floor_151.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_34.jpg,capping missing vial
dataset/navigation/object tool on the floor_20.jpg,navigation object tool
dataset/navigation/Empty floor_141.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_301.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_77.jpg,capping spillage
./dataset/capping_clear/clear_rack_64.jpg,capping clear
./dataset/capping_hazard/missing_cap_62.jpg,capping missing cap
dataset/navigation/Empty floor_412.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_291.jpg,chemspeed clear
./dataset\chemspeed_clear\image_147.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_9.jpg,capping clear
./dataset\chemspeed_clear\image_426.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_8.jpg,capping missing vial
./dataset/capping_hazard/spillage_20.jpg,capping spillage
dataset/navigation/other objects on the floor_120.jpg,navigation other objects
dataset/navigation/object glove on the floor_46.jpg,navigation object glove
./dataset/capping_hazard/obstruction_8.jpg,capping obstruction
dataset/navigation/object tool on the floor_114.jpg,navigation object tool
./dataset/capping_clear/clear_rack_467.jpg,capping clear
dataset/navigation/Empty floor_493.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_210.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_75.jpg,capping missing vial
dataset/navigation/Empty floor_410.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_153.jpg,chemspeed clear
dataset/navigation/object tool on the floor_13.jpg,navigation object tool
dataset/navigation/object vial on the floor_122.jpg,navigation object vial
dataset/navigation/Empty floor_63.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_11.jpg,capping missing vial
dataset/navigation/Empty floor_532.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_485.jpg,chemspeed hazard
dataset/navigation/Empty floor_343.jpg,navigation Empty floor
dataset/navigation/Empty floor_398.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_315.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_89.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_20.jpg,chemspeed clear
dataset/navigation/Empty floor_396.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_99.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_199.jpg,capping clear
./dataset\chemspeed_hazard\image_272.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_49.jpg,navigation object vial
dataset/navigation/Empty floor_58.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_137.jpg,navigation object tool
dataset/navigation/Empty floor_495.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_421.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_46.jpg,capping missing vial
./dataset\chemspeed_hazard\image_64.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_273.jpg,capping clear
./dataset/capping_clear/clear_rack_151.jpg,capping clear
dataset/navigation/object vial on the floor_114.jpg,navigation object vial
./dataset\chemspeed_clear\image_420.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_187.jpg,capping clear
dataset/navigation/object glove on the floor_79.jpg,navigation object glove
./dataset/capping_hazard/spillage_92.jpg,capping spillage
./dataset/capping_clear/clear_rack_275.jpg,capping clear
./dataset/capping_clear/clear_rack_168.jpg,capping clear
./dataset\chemspeed_hazard\image_367.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_33.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_104.jpg,navigation other objects
dataset/navigation/Empty floor_264.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_37.jpg,navigation other objects
./dataset\chemspeed_hazard\image_354.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_442.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_75.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_199.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_391.jpg,capping clear
./dataset/capping_hazard/missing_vial_44.jpg,capping missing vial
dataset/navigation/Empty floor_39.jpg,navigation Empty floor
dataset/navigation/Empty floor_353.jpg,navigation Empty floor
dataset/navigation/Empty floor_374.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_5.jpg,capping missing cap
./dataset/capping_clear/clear_rack_28.jpg,capping clear
dataset/navigation/other objects on the floor_20.jpg,navigation other objects
./dataset\chemspeed_hazard\image_478.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_55.jpg,navigation object tool
./dataset/capping_hazard/missing_cap_58.jpg,capping missing cap
dataset/navigation/other objects on the floor_69.jpg,navigation other objects
./dataset\chemspeed_clear\image_104.jpg,chemspeed clear
dataset/navigation/Empty floor_529.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_318.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_281.jpg,capping clear
dataset/navigation/Empty floor_88.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_3.jpg,capping missing vial
dataset/navigation/Empty floor_67.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_479.jpg,capping clear
dataset/navigation/Empty floor_115.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_433.jpg,capping clear
./dataset\chemspeed_clear\image_209.jpg,chemspeed clear
dataset/navigation/Empty floor_327.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_243.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_173.jpg,capping clear
./dataset\chemspeed_hazard\image_72.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_91.jpg,capping obstruction
dataset/navigation/object vial on the floor_25.jpg,navigation object vial
./dataset/capping_hazard/spillage_38.jpg,capping spillage
dataset/navigation/Empty floor_89.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_66.jpg,chemspeed hazard
dataset/navigation/Empty floor_433.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_86.jpg,capping missing cap
./dataset/capping_clear/clear_rack_258.jpg,capping clear
dataset/navigation/Empty floor_104.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_219.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_408.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_108.jpg,navigation other objects
./dataset/capping_hazard/obstruction_95.jpg,capping obstruction
dataset/navigation/Empty floor_233.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_139.jpg,navigation object tool
dataset/navigation/other objects on the floor_106.jpg,navigation other objects
dataset/navigation/object vial on the floor_37.jpg,navigation object vial
./dataset/capping_hazard/obstruction_62.jpg,capping obstruction
./dataset/capping_hazard/obstruction_26.jpg,capping obstruction
dataset/navigation/Empty floor_297.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_20.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_68.jpg,capping obstruction
dataset/navigation/object vial on the floor_16.jpg,navigation object vial
dataset/navigation/Empty floor_100.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_47.jpg,capping spillage
dataset/navigation/object vial on the floor_15.jpg,navigation object vial
dataset/navigation/Empty floor_505.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_130.jpg,capping clear
./dataset\chemspeed_clear\image_89.jpg,chemspeed clear
